sample	pop	spp	region	contgroup	country
Debug023_aegypti_Kumasi_Ghana_F_20	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_2	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_4	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_6	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_9	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_10	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_12	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_13	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_15	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_17	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_3	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_5	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_7	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_8	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_11	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_12	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_15	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_16	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_17	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_20	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_4	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_7	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_9	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_10	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_13	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_14	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_18	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_2	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_5	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_6	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_8	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_BoabengFiema_Ghana_F_1	Boabeng	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_BoabengFiema_Ghana_F_2	Boabeng	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Bantata_Senegal_F_11	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_2	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_3	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_4	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_5	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_10	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_6	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_7	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_8	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_9	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Thies_Senegal_F_1	Thies	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Thies_Senegal_M_2	Thies	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Thies_Senegal_M_3	Thies	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Thies_Senegal_M_4	Thies	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Thies_Senegal_M_5	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_F_12	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_F_13	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_F_17	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_M_14	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_M_15	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_M_16	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_M_18	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_M_19	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Thies_Senegal_M_20	Thies	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_10	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_12	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_14	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_15	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_17	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_19	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_2	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_3	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_6	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_F_8	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_11	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_13	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_16	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_18	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_1	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_20	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_4	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_5	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_7	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Mindin_Senegal_M_9	Mindin	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_12	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_15	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_18	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_19	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_1	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_3	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_5	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_7	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_F_8	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_10	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_11	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_14	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_16	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_17	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_20	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_2	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_4	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_6	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Kedougou_Senegal_M_9	Kedougou	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_10	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_12	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_14	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_15	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_17	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_19	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_1	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_3	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_5	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_F_8	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_11	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_13	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_16	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_18	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_20	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_4	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_7	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_PK10_Senegal_M_9	PK10	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_10	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_11	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_12	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_16	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_19	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_1	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_20	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_3	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_7	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_F_8	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_13	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_14	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_15	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_18	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_2	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_4	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_5	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_6	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug024_aegypti_Ngoye_Senegal_M_9	Ngoye	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Awka_Nigeria_F_11	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_13	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_16	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_20	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_3	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_5	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_6	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_9	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_10	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_12	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_14	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_15	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_17	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_18	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_2	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_4	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_7	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_8	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_11	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_13	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_14	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_16	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_17	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_2	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_3	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_4	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_5	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_F_9	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_M_10	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_M_12	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_M_15	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_M_1	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_M_6	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug023_aegypti_Ouahigouya_BurkinaFaso_M_7	Ouahigouya	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Bangr_Ouaga_Burkina_Faso_F_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Gound_Ouaga_Burkina_Faso_F_2	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_10	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_11	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_12	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_13	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_14	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_15	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_16	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_18	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_19	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_LG_Ouaga_Burkina_Faso_F_9	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_17	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_20	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_3	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_4	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_5	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_6	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_7	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_8	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug016_aegypti_New_Orleans_USA_U_10	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_12	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_14	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_16	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_17	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_19	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_20	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_2	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_3	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_4	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_5	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_6	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_7	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_8	NewOrleans	AAA	North America	Americas	USA
Debug016_aegypti_New_Orleans_USA_U_9	NewOrleans	AAA	North America	Americas	USA
Debug015_aegypti_Santarem_Brazil_L_10	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_11	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_12	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_13	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_15	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_17	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_18	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_1	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_2	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_3	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_4	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_5	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_6	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_7	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_8	Santarem	AAA	South America	Americas	Brazil
Debug015_aegypti_Santarem_Brazil_L_9	Santarem	AAA	South America	Americas	Brazil
Debug020_aegypti_Miami_USA_F_1	Miami	AAA	North America	Americas	USA
Debug020_aegypti_Miami_USA_F_3	Miami	AAA	North America	Americas	USA
Debug020_aegypti_Miami_USA_F_5	Miami	AAA	North America	Americas	USA
Debug020_aegypti_Miami_USA_M_2	Miami	AAA	North America	Americas	USA
Debug020_aegypti_Miami_USA_M_4	Miami	AAA	North America	Americas	USA
Debug020_aegypti_Miami_USA_M_6	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_F_16	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_F_18	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_F_19	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_M_10	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_M_12	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_M_15	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_M_17	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_M_8	Miami	AAA	North America	Americas	USA
Debug021_aegypti_Miami_USA_M_9	Miami	AAA	North America	Americas	USA
Debug01-REPREP-05042017-aegy-Maricopa_County_Arizona-USA-10	MaricopaCounty	AAA	North America	Americas	USA
Debug01-REPREP-05042017-aegy-Maricopa_County_Arizona-USA-20	MaricopaCounty	AAA	North America	Americas	USA
Debug01-REPREP-05042017-aegy-Maricopa_County_Arizona-USA-22	MaricopaCounty	AAA	North America	Americas	USA
Debug01-REPREP-05042017-aegy-Maricopa_County_Arizona-USA-23	MaricopaCounty	AAA	North America	Americas	USA
Debug01-REPREP-05042017-aegy-Maricopa_County_Arizona-USA-2	MaricopaCounty	AAA	North America	Americas	USA
Debug01-REPREP-05042017-aegy-Maricopa_County_Arizona-USA-5	MaricopaCounty	AAA	North America	Americas	USA
Debug01-REPREP-05042017-aegy-Maricopa_County_Arizona-USA-7	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_11	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_12	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_13	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_14	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_15	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_16	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_18	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_19	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_1	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_21	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_24	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_3	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_4	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_6	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_8	MaricopaCounty	AAA	North America	Americas	USA
Maricopa_County_AZ-_9	MaricopaCounty	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_10	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_11	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_12	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_13	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_16	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_17	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_18	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_2	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_3	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_4	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_5	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_6	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_7	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_8	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_9	Clovis	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_10	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_11	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_12	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_13	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_14	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_15	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_16	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_17	LosAngeles	AAA	North America	Americas	USA
